,place_name,place_types,presence_likelihood,datetime,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,type_11,type_12,type_4_hours,type_1_day,type_7_days
4087,Ingerson Ave & Griffith St,"TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.2851543998718262,2010-03-20 17:20:00,TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,COLLOQUIAL_AREA,COLLOQUIAL_AREA,POLITICAL
4086,Ingerson Ave & Griffith St,"TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.2851543998718262,2010-03-20 17:00:00,TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,CONTINENT,CONTINENT,POLITICAL
4085,Ingerson Ave & Griffith St,"TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.2851543998718262,2010-03-20 16:40:00,TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,COLLOQUIAL_AREA,COLLOQUIAL_AREA,POLITICAL
4084,Ingerson Ave & Griffith St,"TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.2851543998718262,2010-03-20 16:20:00,TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,COLLOQUIAL_AREA,COLLOQUIAL_AREA,POLITICAL
4083,True Hope Church,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.2248258018493652,2010-03-20 16:00:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,NATURAL_FEATURE,NATURAL_FEATURE,POLITICAL
4082,True Hope Church,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.2248258018493652,2010-03-20 15:40:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,COLLOQUIAL_AREA,COLLOQUIAL_AREA,POLITICAL
4081,True Hope Church,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.2248258018493652,2010-03-20 15:20:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,COLLOQUIAL_AREA,COLLOQUIAL_AREA,POLITICAL
4080,USI Office - San Francisco,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2885712051391602,2010-03-20 15:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,COUNTRY,COUNTRY,POLITICAL
4079,Fox Marble & Stone Care and Restoration,"CEMETERY,GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,",0.2432934379577637,2010-03-20 14:40:00,CEMETERY,GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,COLLOQUIAL_AREA,COLLOQUIAL_AREA,POLITICAL
4078,Fox Marble & Stone Care and Restoration,"CEMETERY,GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,",0.2432934379577637,2010-03-20 14:20:00,CEMETERY,GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,CONTINENT,CONTINENT,POLITICAL
4077,Fox Marble & Stone Care and Restoration,"CEMETERY,GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,",0.2432934379577637,2010-03-20 14:00:00,CEMETERY,GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,COLLOQUIAL_AREA,COLLOQUIAL_AREA,POLITICAL
4076,Fox Marble & Stone Care and Restoration,"CEMETERY,GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,",0.2432934379577637,2010-03-20 13:40:00,CEMETERY,GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,COLLOQUIAL_AREA,COLLOQUIAL_AREA,POLITICAL
4075,Power Construction Inc.,"GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,",0.253449821472168,2010-03-20 13:20:00,GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,COLLOQUIAL_AREA,COLLOQUIAL_AREA,POLITICAL
4074,Power Construction Inc.,"GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,",0.253449821472168,2010-03-20 13:00:00,GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,COLLOQUIAL_AREA,COLLOQUIAL_AREA,POLITICAL
