,place_name,place_types,presence_likelihood,datetime,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,type_11,type_12,type_4_hours,type_1_day,type_7_days
10567,Northfields Lul Depot,"POINT_OF_INTEREST,ESTABLISHMENT,",0.757087631225586,2010-07-06 13:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,GENERAL_CONTRACTOR,FURNITURE_STORE,STORE
10566,Northfields Lul Depot,"POINT_OF_INTEREST,ESTABLISHMENT,",0.757087631225586,2010-07-06 13:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CLOTHING_STORE,SYNAGOGUE,STORE
10565,Northfields Lul Depot,"POINT_OF_INTEREST,ESTABLISHMENT,",0.757087631225586,2010-07-06 12:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,FURNITURE_STORE,SYNAGOGUE,STORE
10564,Northfields Lul Depot,"POINT_OF_INTEREST,ESTABLISHMENT,",0.757087631225586,2010-07-06 12:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,FURNITURE_STORE,SYNAGOGUE,STORE
10563,Northfields Lul Depot,"POINT_OF_INTEREST,ESTABLISHMENT,",0.757087631225586,2010-07-06 12:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,FURNITURE_STORE,SYNAGOGUE,STORE
10562,Boston Manor Playing Fields,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2059970092773437,2010-07-06 11:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,FURNITURE_STORE,SYNAGOGUE,STORE
10561,Boston Manor Playing Fields,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2059970092773437,2010-07-06 11:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,FURNITURE_STORE,SYNAGOGUE,STORE
10560,Boston Manor Playing Fields,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2059970092773437,2010-07-06 11:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,FURNITURE_STORE,SYNAGOGUE,STORE
10559,CVP,"ELECTRONICS_STORE,HOME_GOODS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.0970771312713623,2010-07-06 10:40:00,ELECTRONICS_STORE,HOME_GOODS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,FURNITURE_STORE,SYNAGOGUE,STORE
10558,Pipe Center,"POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.07651050090789795,2010-07-06 10:20:00,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,FURNITURE_STORE,SYNAGOGUE,STORE
10557,Robins & Day Chiswick,"CAR_DEALER,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.1445131683349609,2010-07-06 10:00:00,CAR_DEALER,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,ELECTRONICS_STORE,SYNAGOGUE,STORE
10556,Boston Manor Playing Fields,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3872965240478516,2010-07-06 09:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,ELECTRONICS_STORE,SYNAGOGUE,STORE
10555,Rudridge Keyline Civils Specialist,"POINT_OF_INTEREST,ESTABLISHMENT,",0.08026688575744628,2010-07-06 09:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PLUMBER,SYNAGOGUE,STORE
10554,Boston Manor Playing Fields,"POINT_OF_INTEREST,ESTABLISHMENT,",0.5639423751831054,2010-07-06 09:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAR_DEALER,SYNAGOGUE,STORE
10553,Boston Manor Playing Fields,"POINT_OF_INTEREST,ESTABLISHMENT,",0.5639423751831054,2010-07-06 08:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,FURNITURE_STORE,SYNAGOGUE,STORE
10552,SolarLDN,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2084561157226562,2010-07-06 08:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,FURNITURE_STORE,SYNAGOGUE,STORE
10551,F1 Carpet Cleaner,"LAUNDRY,POINT_OF_INTEREST,ESTABLISHMENT,",0.4117305755615234,2010-07-06 08:00:00,LAUNDRY,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,FINANCE,SYNAGOGUE,STORE
10550,F1 Carpet Cleaner,"LAUNDRY,POINT_OF_INTEREST,ESTABLISHMENT,",0.4117305755615234,2010-07-06 07:40:00,LAUNDRY,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,MOSQUE,SYNAGOGUE,STORE
10549,F1 Carpet Cleaner,"LAUNDRY,POINT_OF_INTEREST,ESTABLISHMENT,",0.4117305755615234,2010-07-06 07:20:00,LAUNDRY,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,MOSQUE,SYNAGOGUE,STORE
10548,Boston Manor Park,"PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,",0.2656756591796875,2010-07-06 07:00:00,PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,MOSQUE,SYNAGOGUE,STORE
10547,Boston Manor Park,"PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,",0.2656756591796875,2010-07-06 01:00:00,PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,MOSQUE,SYNAGOGUE,STORE
10546,Boston Manor Park,"PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,",0.2656756591796875,2010-07-06 00:40:00,PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,MOSQUE,SYNAGOGUE,STORE
10545,F1 Carpet Cleaner,"LAUNDRY,POINT_OF_INTEREST,ESTABLISHMENT,",0.2909732055664063,2010-07-06 00:20:00,LAUNDRY,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,MOSQUE,SYNAGOGUE,STORE
10544,Blondin Park,"PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,",0.3966478347778321,2010-07-06 00:00:00,PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,MOSQUE,SYNAGOGUE,STORE
10543,Northfields Lul Depot,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2233049011230469,2010-07-05 23:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,MOSQUE,SYNAGOGUE,STORE
10542,Dickens yard,"RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.09867573738098144,2010-07-05 23:20:00,RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,ACCOUNTING,SYNAGOGUE,STORE
10541,Swyncombe Avenue Softball Field,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2462582397460938,2010-07-05 23:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,ACCOUNTING,SYNAGOGUE,STORE
10540,GSK,"HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,",0.05814428329467773,2010-07-05 22:40:00,HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,ACCOUNTING,SYNAGOGUE,STORE
10539,Verisure Smart Alarms - Brentford,"ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.4554227828979492,2010-07-05 22:20:00,ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,ACCOUNTING,SYNAGOGUE,STORE
10538,Verisure Smart Alarms - Brentford,"ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.4554227828979492,2010-07-05 22:00:00,ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,ACCOUNTING,SYNAGOGUE,STORE
10537,Verisure Smart Alarms - Brentford,"ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.4554227828979492,2010-07-05 21:40:00,ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,ELECTRICIAN,SYNAGOGUE,STORE
10536,Verisure Smart Alarms - Brentford,"ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.4554227828979492,2010-07-05 21:20:00,ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,ELECTRICIAN,SYNAGOGUE,STORE
10535,Verisure Smart Alarms - Brentford,"ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.4554227828979492,2010-07-05 21:00:00,ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,ELECTRICIAN,SYNAGOGUE,STORE
10534,Boston Manor Park,"PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,",0.4033829498291016,2010-07-05 20:40:00,PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,ELECTRICIAN,SYNAGOGUE,STORE
10533,Boston Manor Park,"PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,",0.4033829498291016,2010-07-05 20:20:00,PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,ELECTRICIAN,SYNAGOGUE,STORE
10532,Initial Washroom Hygiene - Brentford,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2971136283874511,2010-07-05 20:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,ELECTRICIAN,SYNAGOGUE,STORE
10531,Mayer Environmental Ltd,"POINT_OF_INTEREST,ESTABLISHMENT,",0.08613593101501466,2010-07-05 19:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,ELECTRICIAN,SYNAGOGUE,STORE
10530,Boston Manor Playing Fields,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2059193420410156,2010-07-05 19:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,ELECTRICIAN,SYNAGOGUE,STORE
10529,"Komputer Serwis Londyn | Naprawa laptopow, komputerow Londyn","POINT_OF_INTEREST,ESTABLISHMENT,",0.07905628681182861,2010-07-05 19:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,ELECTRICIAN,SYNAGOGUE,STORE
10528,Harrington & Horne,"ATM,BANK,FINANCE,POINT_OF_INTEREST,ESTABLISHMENT,",0.1217819595336914,2010-07-05 18:40:00,ATM,BANK,FINANCE,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,ELECTRICIAN,SYNAGOGUE,STORE
10527,FOLEY PAINTING AND DECORATING,"PAINTER,POINT_OF_INTEREST,ESTABLISHMENT,",0.1598997402191162,2010-07-05 18:20:00,PAINTER,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,ELECTRICIAN,SYNAGOGUE,STORE
10526,Jays Superstore,"CONVENIENCE_STORE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2405011177062988,2010-07-05 18:00:00,CONVENIENCE_STORE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,PARK,SYNAGOGUE,STORE
10525,Times Of India Representations,"POINT_OF_INTEREST,ESTABLISHMENT,",0.09957107543945312,2010-07-05 17:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,ELECTRICIAN,SYNAGOGUE,STORE
10524,wine shop,"LIQUOR_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2806375503540039,2010-07-05 17:00:00,LIQUOR_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,SYNAGOGUE,SYNAGOGUE,STORE
10523,wine shop,"LIQUOR_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2806375503540039,2010-07-05 16:40:00,LIQUOR_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,SYNAGOGUE,SYNAGOGUE,STORE
10522,Wright Apartments,"REAL_ESTATE_AGENCY,POINT_OF_INTEREST,ESTABLISHMENT,",0.0859273624420166,2010-07-05 16:20:00,REAL_ESTATE_AGENCY,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,SYNAGOGUE,SYNAGOGUE,STORE
10521,Northfields Lul Depot,"POINT_OF_INTEREST,ESTABLISHMENT,",0.4312181854248047,2010-07-05 16:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,SYNAGOGUE,SYNAGOGUE,STORE
10520,The Teltone Flooring Co,"GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,",0.07729982376098633,2010-07-05 15:40:00,GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,SYNAGOGUE,SYNAGOGUE,STORE
10519,Boston Manor Playing Fields,"POINT_OF_INTEREST,ESTABLISHMENT,",0.1827633476257324,2010-07-05 14:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,SYNAGOGUE,SYNAGOGUE,STORE
10518,BestWater (UK) Ltd,"POINT_OF_INTEREST,ESTABLISHMENT,",0.1090643978118896,2010-07-05 14:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,SYNAGOGUE,SYNAGOGUE,STORE
10517,Elthorne Park High School,"SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.3470932388305664,2010-07-05 13:40:00,SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,SYNAGOGUE,SYNAGOGUE,STORE
10516,Wellmeadow Road Allotment,"PARK,POINT_OF_INTEREST,ESTABLISHMENT,",0.1802400016784668,2010-07-05 13:20:00,PARK,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,SYNAGOGUE,SYNAGOGUE,STORE
10515,Elthorne Park High School,"SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2981988525390625,2010-07-05 13:00:00,SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,SYNAGOGUE,CAR_REPAIR,STORE
10514,Elthorne Park High School,"SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2981988525390625,2010-07-05 12:40:00,SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,SYNAGOGUE,CAR_REPAIR,STORE
10513,Elthorne Park High School,"SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2981988525390625,2010-07-05 12:20:00,SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,SYNAGOGUE,CAR_REPAIR,STORE
10512,Elthorne Park High School,"SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2981988525390625,2010-07-05 12:00:00,SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,SYNAGOGUE,CAR_REPAIR,STORE
10511,Elthorne Park High School,"SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2981988525390625,2010-07-05 11:40:00,SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,SCHOOL,CAR_REPAIR,STORE
10510,Elthorne Park High School,"SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2981988525390625,2010-07-05 11:20:00,SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARKING,CAR_REPAIR,STORE
10509,Boston Manor M4 Bridge,"POINT_OF_INTEREST,ESTABLISHMENT,",0.8337300872802734,2010-07-05 11:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,LODGING,CAR_REPAIR,STORE
10508,Boston Manor M4 Bridge,"POINT_OF_INTEREST,ESTABLISHMENT,",0.8337300872802734,2010-07-05 10:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,LODGING,CAR_REPAIR,STORE
10507,Boston Manor M4 Bridge,"POINT_OF_INTEREST,ESTABLISHMENT,",0.8337300872802734,2010-07-05 10:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAFE,CAR_REPAIR,STORE
10506,Boston Manor M4 Bridge,"POINT_OF_INTEREST,ESTABLISHMENT,",0.8337300872802734,2010-07-05 10:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAFE,CAR_REPAIR,STORE
10505,Sky Vision,"POINT_OF_INTEREST,ESTABLISHMENT,",0.326818618774414,2010-07-05 09:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,FIRE_STATION,CAR_REPAIR,STORE
10504,Sky Vision,"POINT_OF_INTEREST,ESTABLISHMENT,",0.326818618774414,2010-07-05 09:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,FIRE_STATION,CAR_REPAIR,STORE
10503,Sky Vision,"POINT_OF_INTEREST,ESTABLISHMENT,",0.326818618774414,2010-07-05 09:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAR_REPAIR,CAR_REPAIR,STORE
10502,Sky Vision,"POINT_OF_INTEREST,ESTABLISHMENT,",0.326818618774414,2010-07-05 08:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAR_REPAIR,CAR_REPAIR,STORE
10501,Sky Vision,"POINT_OF_INTEREST,ESTABLISHMENT,",0.326818618774414,2010-07-05 08:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAR_REPAIR,CAR_REPAIR,STORE
10500,Wyke Green Golf Club Pro Shop,"POINT_OF_INTEREST,ESTABLISHMENT,",0.319858226776123,2010-07-05 08:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
10499,Wyke Green Golf Club Pro Shop,"POINT_OF_INTEREST,ESTABLISHMENT,",0.319858226776123,2010-07-05 07:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,JEWELRY_STORE,STORE
10498,Wyke Green Golf Club Pro Shop,"POINT_OF_INTEREST,ESTABLISHMENT,",0.319858226776123,2010-07-05 07:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,JEWELRY_STORE,STORE
10497,Wyke Green Golf Club Pro Shop,"POINT_OF_INTEREST,ESTABLISHMENT,",0.319858226776123,2010-07-05 07:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,LIQUOR_STORE,JEWELRY_STORE,STORE
10496,Sky,"POINT_OF_INTEREST,ESTABLISHMENT,",0.4046524810791016,2010-07-05 01:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAR_REPAIR,JEWELRY_STORE,STORE
10495,Wellmeadow Road Allotment,"PARK,POINT_OF_INTEREST,ESTABLISHMENT,",0.1185498142242432,2010-07-05 00:40:00,PARK,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,CAR_REPAIR,JEWELRY_STORE,STORE
10494,Research Direct,"POINT_OF_INTEREST,ESTABLISHMENT,",0.1933574867248535,2010-07-05 00:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAR_REPAIR,JEWELRY_STORE,STORE
10493,Elthorne Park Surgery,"DOCTOR,HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,",0.1206934070587158,2010-07-05 00:00:00,DOCTOR,HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,CAR_REPAIR,JEWELRY_STORE,STORE
10492,Sparkle Dental Boutique,"DENTIST,HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,",0.2987087249755859,2010-07-04 23:40:00,DENTIST,HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,CAR_REPAIR,JEWELRY_STORE,STORE
10491,Elthorne Park Surgery,"DOCTOR,HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,",0.1208080101013184,2010-07-04 23:20:00,DOCTOR,HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,CAR_REPAIR,JEWELRY_STORE,STORE
10490,Double Glazing London,"POINT_OF_INTEREST,ESTABLISHMENT,",0.1062778663635254,2010-07-04 23:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAR_REPAIR,JEWELRY_STORE,STORE
10489,BORJAN - Executive Cars,"POINT_OF_INTEREST,ESTABLISHMENT,",0.06165500164031983,2010-07-04 22:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAR_REPAIR,JEWELRY_STORE,STORE
10488,"Hanwell Cemetery, formerly City Of Westminster Cemetery","CEMETERY,POINT_OF_INTEREST,ESTABLISHMENT,",0.1477532482147217,2010-07-04 22:20:00,CEMETERY,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,CAR_REPAIR,JEWELRY_STORE,STORE
10487,Certitude,"POINT_OF_INTEREST,ESTABLISHMENT,",0.1336792850494385,2010-07-04 21:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAR_REPAIR,JEWELRY_STORE,STORE
10486,Hanwell Cemetery Chapel,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.161522274017334,2010-07-04 21:20:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
10485,Colorite Paint Co Ltd,"HOME_GOODS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2447703552246094,2010-07-04 21:00:00,HOME_GOODS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
10484,Colorite Paint Co Ltd,"HOME_GOODS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2447703552246094,2010-07-04 20:40:00,HOME_GOODS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
10483,Kundi Motors Ltd,"CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2696574592590332,2010-07-04 20:20:00,CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
10482,Elthorne Park High School,"SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.3145012474060059,2010-07-04 20:00:00,SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
10481,Ashmore Property Services Inventories,"POINT_OF_INTEREST,ESTABLISHMENT,",0.0879649543762207,2010-07-04 19:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
10480,The Grosvenor,"BAR,RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.2213248634338379,2010-07-04 19:20:00,BAR,RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
10479,The Grosvenor,"BAR,RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.2213248634338379,2010-07-04 19:00:00,BAR,RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
10478,The Grosvenor,"BAR,RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.2213248634338379,2010-07-04 18:40:00,BAR,RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,PAINTER,JEWELRY_STORE,STORE
10477,"Hanwell Cemetery, formerly City Of Westminster Cemetery","CEMETERY,POINT_OF_INTEREST,ESTABLISHMENT,",0.0933701229095459,2010-07-04 18:20:00,CEMETERY,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
10476,Little Acorns Childcare,"POINT_OF_INTEREST,ESTABLISHMENT,",0.1614740753173828,2010-07-04 18:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
10475,Hanwell Eyecare Centre,"HEALTH,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.0840817642211914,2010-07-04 17:40:00,HEALTH,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
10474,Hanwell,"TRAIN_STATION,TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.09620686531066895,2010-07-04 17:20:00,TRAIN_STATION,TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
10473,Breathe Personal Training,"HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,",0.1225871562957764,2010-07-04 17:00:00,HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
10472,The Bernard Sunley Hall,"POINT_OF_INTEREST,ESTABLISHMENT,",0.1902133369445801,2010-07-04 16:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
